date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:36:00	79973/79973	---M-Z	200	added ('OK')	text/html	etag:%2213865-61f787292cfb5-gzip%22	https://mannatthemes.com/rizz/default-dark/advanced-ribbons.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/advanced-ribbons.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:00	80215/80215	---M-Z	200	added ('OK')	text/html	etag:%2213957-61f787292cfb5-gzip%22	https://mannatthemes.com/rizz/default-dark/advanced-sweetalerts.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/advanced-sweetalerts.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:00	80133/80133	---M-Z	200	added ('OK')	text/html	etag:%2213905-61f787292cfb5-gzip%22	https://mannatthemes.com/rizz/default-dark/advanced-toasts.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/advanced-toasts.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:00	121828/121828	---M-Z	200	added ('OK')	text/html	etag:%221dbe4-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/forms-elements.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/forms-elements.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:00	77081/77081	---M-Z	200	added ('OK')	text/html	etag:%2212d19-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/forms-advanced.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/forms-advanced.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:01	78396/78396	---M-Z	200	added ('OK')	text/html	etag:%221323c-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/forms-validation.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/forms-validation.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:01	88827/88827	---M-Z	200	added ('OK')	text/html	etag:%2215afb-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/forms-wizard.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/forms-wizard.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:01	65991/65991	---M-Z	200	added ('OK')	text/html	etag:%22101c7-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/forms-editors.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/forms-editors.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:01	67322/67322	---M-Z	200	added ('OK')	text/html	etag:%22106fa-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/forms-uploads.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/forms-uploads.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:02	105319/105319	---M-Z	200	added ('OK')	text/html	etag:%2219b67-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/forms-img-crop.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/forms-img-crop.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:02	87477/87477	---M-Z	200	added ('OK')	text/html	etag:%22155b5-61f78729659f5-gzip%22	https://mannatthemes.com/rizz/default-dark/charts-apex.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/charts-apex.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:02	77132/77132	---M-Z	200	added ('OK')	text/html	etag:%2212d4c-61f78729659f5-gzip%22	https://mannatthemes.com/rizz/default-dark/charts-justgage.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/charts-justgage.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:02	70781/70781	---M-Z	200	added ('OK')	text/html	etag:%221147d-61f78729659f5-gzip%22	https://mannatthemes.com/rizz/default-dark/charts-chartjs.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/charts-chartjs.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:03	79164/79164	---M-Z	200	added ('OK')	text/html	etag:%221353c-61f78729659f5-gzip%22	https://mannatthemes.com/rizz/default-dark/charts-toast-ui.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/charts-toast-ui.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:03	108426/108426	---M-Z	200	added ('OK')	text/html	etag:%221a78a-61f787296a815-gzip%22	https://mannatthemes.com/rizz/default-dark/tables-basic.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/tables-basic.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:03	75083/75083	---M-Z	200	added ('OK')	text/html	etag:%221254b-61f787296a815-gzip%22	https://mannatthemes.com/rizz/default-dark/tables-datatable.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/tables-datatable.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:03	72510/72510	---M-Z	200	added ('OK')	text/html	etag:%2211b3e-61f787296a815-gzip%22	https://mannatthemes.com/rizz/default-dark/tables-editable.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/tables-editable.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
08:36:04	324290/324290	---M-Z	200	added ('OK')	text/html	etag:%224f2c2-61f7872969875-gzip%22	https://mannatthemes.com/rizz/default-dark/icons-fontawesome.html	C:/Users/ADMIN/Downloads/dashboard/mannatthemes.com/rizz/default-dark/icons-fontawesome.html	(from https://mannatthemes.com/rizz/default-dark/index.html)
